"";"geo";"time";"EMP_DC__THS_PER";"SAL_DC__THS_PER";"B1GQ__CP_MNAC";"B1GQ__CP_MEUR";"B1GQ__CP_PPS";"B1GQ__CLV15_MNAC";"gdp_ind_rel_ameco15";"gdp_ind_rel_ameco24";"gdp_ind_rel_ameco37";"B1GQA__CLV15_MNAC";"B1G__CP_MNAC";"B1G__CP_MEUR";"B1G__CP_PPS";"B1G__CLV15_MNAC";"D1__CP_MNAC";"D1__CP_MEUR";"D1__CP_PPS";"D1_aper__CP_MNAC";"HWCDW_0_1_0";"HWCDW_99_0_0";"nulc_aper";"nulc_aper_eur";"nulc_aper_rel_ameco15";"nulc_aper_usd_rel_ameco15";"rulc_aper";"rulc_aper_rel_ameco15";"P7__CLV15_MNAC";"P61__CLV15_MNAC";"P6__CLV15_MNAC";"exp_ind_rel_ameco15";"exp_ind_rel_ameco24";"exp_ind_rel_ameco37";"P62__CLV15_MNAC";"P7__CP_MNAC";"P7__CP_MEUR";"P61__CP_MNAC";"P61__CP_MEUR";"P6__CP_MNAC";"P6__CP_MEUR";"P62__CP_MNAC";"P62__CP_MEUR";"exp_perf_ameco";"B11__CP_MNAC"
"1056";"NO";2009;2559;2391;2439712;279532,4;202778,6;2848097;NA;101,0467794;101,3024718;91611,0963;2178622;249617,7;181077,9;2555386;1115382;127796;92705,9;466491,8;NA;53,44875;83,1183018;85,2305012;NA;NA;97,0315292;NA;789314;877871;1116776;NA;121,6860582;122,4186181;235947;674682;77302,3;745484;85414,5;971253;111282,2;225769;25867,7;122,6217702;296571
"1057";"NO";2010;2552;2390;2605351;325494,1;215444,5;2870513;NA;99,104157;99,3962507;94826,8209;2321905;290082,3;192005,5;2568376;1150481;143732,9;95136,8;481372,8;NA;60,1393;84,8671853;94,8902274;NA;NA;93,5046213;NA;852338;848849;1120581;NA;110,7885238;111,3481916;265162;731822;91428,6;791923;98937,2;1046057;130686,9;254134;31749,7;112,1475423;314235
"1058";"NO";2011;2589;2427;2809929;360553,6;230505,3;2902251;NA;98,3117685;98,5425034;99306,7738;2515074;322719,5;206317,7;2589875;1223958;157051,1;100404,3;504309;NA;64,70997;89,2135696;102,449588;NA;NA;92,144738;NA;885881;828532;1114822;NA;103,6331072;104,0413601;279330;785023;100729,5;913027;117154,3;1170652;150211,2;257625;33056,92;106,6057487;385629
"1059";"NO";2012;2642;2479;2983082;399071,6;243727,2;2981133;NA;100,4354925;100,6272577;103091,48;2674361;357771,4;218503,7;2658046;1307160;174869,6;106799,1;527293,3;NA;70,54039;92,6703452;110,9510052;NA;NA;92,6097989;NA;911879;829336;1137744;NA;103,6425721;103,9718404;304467;811741;108593,3;951407;127277,6;1231627;164764,9;280220;37487,35;107,5209493;419886
"1060";"NO";2013;2672;2512;3090335;395856,1;246979;3011427;NA;100,4794575;100,6635141;103850,128;2768461;354625,7;221254,9;2683212;1383010;177156,5;110529,9;550561,3;NA;70,52409;96,8739249;111,0563988;NA;NA;94,4003654;NA;957867;806195;1118957;NA;100,4495836;100,6029043;311215;868739;111281;939144;120299,6;1231848;157793,4;292704;37493,89;103,5712315;363109
"1061";"NO";2014;2700;2542;3161776;378457,4;244192,7;3073105;NA;100,4200972;100,5286483;103296,5192;2829537;338689,1;218533;2738323;1442239;172632,7;111388,1;567363,9;NA;67,91217;98,8519295;105,8951098;NA;NA;96,0796586;NA;978744;833623;1161857;NA;100,6486729;100,6952184;327458;929869;111303,2;935182;111939,2;1256100;150352,3;320918;38413,15;102,6929708;326231
"1062";"NO";2015;2710;2551;3130183;349755,8;226546,1;3130183;NA;100;100;1e+05;2787861;311505,9;201770,6;2787861;1485846;166023,3;107537,7;582456,3;NA;65,08164;100;100;NA;NA;100;NA;997172;860771;1207474;NA;100;100;346703;997172;111420,5;860771;96179,6;1207474;134918,9;346703;38739,39;100;210302
"1063";"NO";2016;2717;2559;3116035;335396,5;215526;3166641;NA;99,2520409;99,2126595;97613,0308;2757573;296813,2;190732,4;2816778;1510360;162568,6;104466,7;590214,9;NA;63,52818;100,4241337;96,7384603;NA;NA;102,055073;NA;1016443;847299;1212156;NA;97,9160263;97,6747027;364857;1033859;111280,1;765980;82446,8;1119846;120535,4;353866;38088,6;96,8797639;85987
"1064";"NO";2017;2748;2592;3323103;356286,8;234089,9;3244659;NA;99,0735032;98,9040825;101833,6818;2947535;316020,3;207633,7;2884724;1559747;167228,4;109873,5;601754,2;NA;64,51714;101,065732;96,9761104;NA;NA;98,6800099;NA;1035154;874195;1231496;NA;94,3343715;93,9536078;358209;1075905;115353,3;878235;94160,1;1220651;130872,2;342416;36712,17;93,9190723;144746
"1065";"NO";2018;2792;2639;3576581;372657,8;253043;3271554;NA;98,1128019;97,7578813;106101,4047;3184225;331776,7;225283,8;2906133;1638831;170756,2;115947,2;621004,5;NA;64,70487;105,0976966;98,0031993;NA;NA;96,1344898;NA;1049546;853880;1212563;NA;89,9425538;89,4551366;359928;1136715;118438,7;1013871;105639,2;1367006;142433,7;353135;36794,5;89,1383587;230291
"1066";"NO";2019;2836;2685;3596937;365131;246691,9;3308319;NA;97,6596483;97,161408;103912,7849;3198296;324664,3;219351,6;2942026;1733247;175944,8;118872,8;645529,6;NA;65,52878;109,7367544;99,6948819;NA;NA;100,9314841;NA;1105551;856972;1238217;NA;89,7626531;89,1658256;385664;1232127;125075,2;930050;94410,9;1317951;133787,4;387901;39376,47;88,4160445;85824
"1067";"NO";2020;2792;2645;3461575;322824,2;230610,3;3266033;NA;101,8713472;101,2234269;96645,7339;3057651;285154,6;203700,9;2905496;1737469;162035,2;115750,3;656888,1;NA;61,26096;111,3584892;92,9438334;NA;NA;105,0679245;NA;996602;897067;1209383;NA;97,816693;96,7869925;311887;1147292;106995,7;789250;73604,9;1114985;103982,8;325735;30377,84;95,2221885;-32307
"1068";"NO";2021;2824;2675;4323931;425519,7;304246;3393692;NA;99,7927064;99,123558;116927,5023;3894480;383257,3;274028,4;3016486;1844012;181469,9;129750,7;689350,3;NA;67,83923;113,7546926;100,1878639;NA;NA;89,2818109;NA;1014773;943847;1283049;NA;95,1569368;93,9212472;337508;1218761;119938,7;1494638;147087,9;1860860;183128;366222;36040,05;92,6398585;642099
"1069";"NO";2022;2934;2778;5708190;565233,1;420856,5;3495694;NA;99,6684356;98,9435023;143370,6974;5283340;523163,9;389532,9;3110922;1996198;197666,4;147176,8;718573,8;NA;71,15421;119,6010994;105,9910576;NA;NA;73,2436807;NA;1141822;938561;1340780;NA;93,0078855;91,8187432;422387;1549495;153433,2;2652293;262633,8;3165766;313478,7;513473;50844,83;88,8871828;1616271
"1070";"NO";2023;2973;2815;5128639;448902,5;422955,3;3513666;NA;99,4962221;98,849653;122183,5462;4671405;408881,5;385247,5;3132899;2151320;188302;177417,9;764234,5;NA;66,89236;128,2325106;100,4506926;NA;NA;87,8529787;NA;1150097;947367;1360208;NA;93,7600334;92,7358848;435503;1665233;145755,5;1863253;163087,9;2419612;211785,2;556359;48697,32;91,3264602;754379
"1071";"NO";2024;2979,665;2821,033;5289508;454927,7;439804;3541327;NA;99,3564048;98,6826865;123404,9643;4818460;414415;400638;3157562;2246701;193229,1;186805,3;796410,7;NA;68,49585;132,8849238;102,2840002;NA;NA;88,9664783;NA;1170799;975788;1401014;NA;95,5451366;94,5844988;448568,1;1732943;149043;1963291;168854,2;2549521;219273,3;586229,9;50419,1;93,4251341;816577
"1072";"NO";2025;2991,179;2831,913;5490294;469326,1;455736,4;3591992;NA;99,2686586;98,5097682;125321,0614;5004288;427780,9;415394,1;3202737;2347854;200701,3;194889,8;829069,9;NA;70,87127;136,9100688;104,7416347;NA;NA;89,5725789;NA;1203581;1000183;1436040;NA;95,5262552;94,4848991;459782,3;1821124;155674,9;2058658;175980;2673364;228526,8;614706;52546,84;93,3766449;852240
"1073";"US";72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1074";"US";1960;73454,747;64943,168;542380;513520;296600;3428390;NA;98,4195411;NA;18949,2772;542380;513520;296600;NA;301440;285400;164842;4641,57;NA;4,39455;17,6066537;18,4951943;NA;NA;111,2915988;NA;123265;68758;107573;NA;NA;NA;39790,2;22841;21625;20453;19365;27045;25606;6592;6241;91,4621778;4204
"1075";"US";1961;73375,657;65000,582;562210;526740;314400;3516210;NA;95,9706552;NA;19442,605;562210;526740;314400;NA;310570;290970;173675;4777,9;NA;4,47645;17,6521399;18,3496138;NA;NA;110,4012838;NA;122445;69102;108145;NA;NA;NA;39920,2;22688;21257;20947;19625;27602;25861;6655;6235;87,2145437;4914
"1076";"US";1962;74518,261;66328,646;603920;564510;347260;3731690;NA;96,5560382;NA;20644,4374;603920;564510;347260;NA;332300;310610;191074;5009,86;NA;4,68294;17,7119124;18,3692386;NA;NA;109,4436084;NA;136384;72196;113576;NA;NA;NA;42780,9;24965;23336;21709;20292;29066;27169;7357;6877;86,9695009;4101
"1077";"US";1963;74588,306;66706,009;637450;595850;377280;3894170;NA;95,5169872;NA;21530,3871;637450;595850;377280;NA;350470;327600;207430;5253,96;NA;4,91112;17,8166445;18,4778575;NA;NA;108,8416211;NA;140028;77811;121675;NA;NA;NA;44861,4;26135;24430;23345;21822;31074;29046;7729;7225;86,1490477;4939
"1078";"US";1964;76456,387;68658,398;684460;639800;416610;4118600;NA;94,363286;NA;22772,9971;684460;639800;416610;NA;376030;351490;228878;5476,81;NA;5,11942;18,0001249;18,6681472;NA;NA;108,3120127;NA;147499;88584;136063;NA;NA;NA;47592,1;28104;26270;26767;25020;35019;32734;8252;7714;86,9801737;6914
"1079";"US";1965;78697,455;71045,553;742290;693850;463710;4386240;NA;95,7882036;NA;24261,2813;742290;693850;463710;NA;405410;378960;253263;5706,34;NA;5,33397;18,1262891;18,7989936;NA;NA;107,1096179;NA;163169;89042;139874;NA;NA;NA;52403,4;31529;29472;27974;26149;37146;34722;9173;8574;82,7855021;5618
"1080";"US";1966;81864,703;74501,543;813410;760340;514160;4675550;NA;96,9334996;NA;25870,3932;813410;760340;514160;NA;449230;419910;283957;6029,74;NA;5,63627;18,6915655;19,3852487;NA;NA;107,4402357;NA;187403;95230;149498;NA;NA;NA;56044,3;37057;34639;31089;29060;40920;38250;9831;9189;81,282767;3863
"1081";"US";1967;83753,643;76488,8;859960;807610;544480;4803750;NA;95,3229255;NA;26618,17;859960;807610;544480;NA;481760;452430;305026;6298,44;NA;5,91504;19,4419374;20,2580163;NA;NA;108,6030703;NA;201069;95574;152928;NA;88,9501626;NA;60465,4;39912;37482;32547;30566;43467;40821;10920;10255;77,8103263;3555
"1082";"US";1968;85729,1;78552,316;940650;914240;588600;5039850;NA;93,9507107;NA;27945,0856;940650;914240;588600;NA;530740;515840;332104;6756,5;NA;6,56679;20,3477455;21,9421765;NA;NA;109,0197049;NA;231042;103252;165028;NA;84,6060576;NA;65146,6;46556;45249;35721;34718;47906;46561;12185;11843;77,6002833;1350
"1083";"US";1969;87922,119;80666,573;1017620;995530;639270;5197380;NA;90,8532649;NA;28835,3478;1017620;995530;639270;NA;584440;571750;367146;7245,08;NA;7,08783;21,6990139;23,5527703;NA;NA;110,8258971;NA;244161;108638;173032;NA;78,932613;NA;67487,2;50491;49395;38744;37903;51922;50795;13178;12892;71,3598583;1431
"1084";"US";1970;88170,926;81025,732;1073300;1049970;686630;5207060;NA;86,4986823;NA;28904,6777;1073300;1049970;686630;5919880;623320;609770;398765;7692,91;NA;7,52564;23,0625366;25,0317998;NA;NA;111,8863738;NA;254547;121015;191517;NA;79,2570533;NA;73468,7;55760;54548;45037;44058;59709;58411;14671;14352;73,075759;3948
"1085";"US";1971;88510,401;81318,792;1164850;1111750;759170;5378480;NA;85,9757049;NA;29814,1872;1164850;1111750;759170;6031580;664970;634660;433385;8177,37;NA;7,80462;23,8249436;25,2291384;NA;NA;110,0072493;NA;268213;120893;194852;NA;74,9133645;NA;78801,3;62342;59500;46196;44090;62963;60093;16767;16003;70,9592946;621
"1086";"US";1972;91054,867;83777,715;1279110;1140250;849040;5661370;NA;85,804263;NA;31353,7808;1279110;1140250;849040;6356650;731330;651940;485443;8729,46;NA;7,78179;24,8571804;24,5853573;NA;NA;110,0185157;NA;298369;134053;210002;NA;75,324676;NA;78487,2;74216;66159;52586;46877;70843;63152;18257;16275;69,0228065;-3373
"1087";"US";1973;94027,136;86677,297;1425380;1157210;978720;5980970;NA;85,103294;NA;33111,3128;1425380;1157210;978720;6720750;812700;659800;558027;9376,11;NA;7,61215;26,0968144;23,5073855;NA;NA;109,5039498;NA;312217;166854;249544;NA;81,9519722;NA;79859;91159;74009;75771;61516;95269;77346;19498;15830;71,4387896;4110
"1088";"US";1974;95772,4;88205,701;1545240;1295580;1105380;5948690;NA;83,105841;NA;32700,0636;1545240;1295580;1105380;6675980;887740;744310;635039;10064,39;NA;8,43833;28,6873393;26,6864867;NA;NA;110,4369757;NA;305110;181134;269362;NA;82,6524703;NA;84206,3;127465;106871;103494;86773;126650;106188;23156;19415;72,8415829;-815
"1089";"US";1975;94663,519;87113,678;1684900;1357950;1249780;5936380;NA;82,1439427;NA;32661,0965;1684900;1357950;1249780;6562060;947270;763460;702640;10873,99;NA;8,7639;30,6996143;27,4519998;NA;NA;108,1632044;NA;271219;177371;267552;NA;85,5500904;NA;89175,4;122730;98914;112490;90661;138706;111790;26216;21129;76,2499398;15976
"1090";"US";1976;97635,788;90112,73;1873410;1675610;1446350;6256290;NA;82,9521586;NA;34423,3946;1873410;1675610;1446350;6868630;1048380;937690;809392;11634,14;NA;10,40574;32,1446965;31,8992488;NA;NA;107,3478201;NA;324242;186496;279272;NA;80,6648907;NA;90132,3;151146;135187;121484;108657;149515;133728;28031;25071;73,724907;-1631
"1091";"US";1977;101048,629;93261,52;2081830;1824370;1630330;6545600;NA;84,1842327;NA;35931,7538;2081830;1824370;1630330;7182270;1165890;1021700;913038;12501,27;NA;10,95526;34,1678665;33,2214739;NA;NA;107,4294181;NA;359682;190065;286037;NA;77,2603581;NA;94196;182443;159881;128410;112530;159349;139643;30939;27113;75,0522219;-23094
"1092";"US";1978;105313,883;97163,282;2351600;1845690;1832750;6907900;NA;85,483409;NA;37911,3199;2351600;1845690;1832750;7514730;1316860;1033560;1026317;13553,1;NA;10,63739;36,5815064;31,8559398;NA;NA;107,4593882;NA;390840;209827;316146;NA;81,0284418;NA;104749,8;212250;166588;149907;117657;186883;146678;36976;29021;79,0591738;-25366
"1093";"US";1979;108242,521;99787,987;2627330;1917100;2070840;7126640;NA;84,5972287;NA;39032,9852;2627330;1917100;2070840;7688620;1477300;1077950;1164396;14804,41;NA;10,80243;39,8095341;32,2292289;NA;NA;107,9834142;NA;397400;232022;347494;NA;84,4597042;NA;112195,6;252674;184370;187266;136644;230129;167920;42863;31276;79,0530047;-22545
"1094";"US";1980;108783,127;100072,49;2857310;2052180;2298380;7108350;NA;82,5037678;NA;38687,1095;2857310;2052180;2298380;7625190;1622350;1165200;1304995;16211,7;NA;11,64357;43,9242923;35,0021679;NA;NA;109,2738873;NA;370888;260545;384939;NA;89,7167029;NA;116889,5;293828;211033;230428;165498;280772;201656;50344;36158;86,4353352;-13056
"1095";"US";1981;110035,672;101229,756;3207040;2872530;2606900;7288700;NA;82,6797648;NA;39708,8195;3207040;2872530;2606900;7791850;1792680;1605700;1457210;17709,03;NA;15,86191;47,332697;47,0385933;NA;NA;107,5739381;NA;380636;258867;389608;NA;85,2147313;NA;128206,9;317758;284615;245206;219630;305239;273401;60033;53771;85,5007798;-12519
"1096";"US";1982;109206,672;100214,742;3343790;3413020;2774180;7157350;NA;80,8592219;NA;39074,1155;3343790;3413020;2774180;7736300;1893180;1932370;1570675;18891,18;NA;19,28232;51,0315976;57,7925369;NA;NA;109,2327106;NA;375808;236893;359785;NA;76,8763367;NA;122604,4;303184;309461;222550;227158;283210;289074;60660;61916;87,0024508;-19974
"1097";"US";1983;110635,873;101340,991;3634040;4082180;3044530;7485360;NA;82,90481;NA;40948,851;3634040;4082180;3044530;7916750;2012660;2260860;1686171;19860,3;NA;22,30942;51,9699159;64,771957;NA;NA;107,0472358;NA;423182;229176;350447;NA;71,5476048;NA;122357,6;328638;369165;214049;240445;276996;311155;62947;70709;85,4772223;-51642
"1098";"US";1984;115121,413;105636,351;4037610;5117160;3461540;8027070;NA;85,6134605;NA;43950,88;4037610;5117160;3461540;8484340;2216080;2808600;1899898;20978,41;NA;26,58746;53,2665886;74,901673;NA;NA;105,8978895;NA;526222;245421;379032;NA;69,0506361;NA;136764;405107;513421;231286;293126;302380;383228;71094;90103;83,1208584;-102727
"1099";"US";1985;117455,171;108072,813;4338980;5686080;3777880;8361810;NA;85,7047684;NA;45790,3625;4338980;5686080;3777880;8789020;2387540;3128790;2078791;22091,95;NA;28,95072;54,9400395;79,8815891;NA;NA;105,8770576;NA;560386;254065;391704;NA;68,5827663;NA;140604;417229;546764;227489;298116;303211;397347;75722;99231;82,1734011;-114018
"1100";"US";1986;120103,927;110690,031;4579630;4653310;4022640;8651330;NA;86,8453491;NA;47338,9082;4579630;4653310;4022640;9013650;2543850;2584770;2234451;22981,7;NA;23,35142;56,4858342;63,6800067;NA;NA;106,7068038;NA;608125;267672;421718;NA;73,0888519;NA;160792,4;452867;460153;231447;235170;320998;326162;89552;90993;85,0979722;-131868
"1101";"US";1987;123171,973;113456,988;4855220;4205690;4255650;8950630;NA;86,8187442;NA;48886,2013;4855220;4205690;4255650;9343710;2723760;2359380;2387409;24006,99;NA;20,79536;58,4896577;56,2134275;NA;NA;107,826233;NA;644294;300404;467835;NA;78,5763893;NA;172955,3;508713;440658;265554;230028;363943;315255;98389;85227;88,3408493;-144770
"1102";"US";1988;125830,307;115817,511;5236440;4428350;4640330;9324500;NA;86,398649;NA;50933,0736;5236440;4428350;4640330;9823130;2948850;2493790;2613159;25461,21;NA;21,53204;60,830601;57,0769365;NA;NA;108,3207325;NA;669621;353818;543679;NA;85,6741967;NA;193530,3;553993;468501;332054;280812;444601;375990;112547;95179;89,9040365;-109393
"1103";"US";1989;128347,105;118225,095;5641580;5120560;5082650;9666920;NA;86,3325788;NA;52783,7883;5641580;5120560;5082650;10039220;3140890;2850820;2829707;26567;NA;24,11346;62,4487664;62,8887782;NA;NA;107,0067274;NA;699048;394272;606565;NA;90,0419686;NA;216746,9;591031;536447;374750;340141;504289;457716;129539;117576;91,2503505;-86742
"1104";"US";1990;129828,451;119647,612;5963140;4682740;5413280;9849270;NA;85,3381799;NA;53696,2476;5963140;4682740;5413280;10174810;3342680;2624940;3034448;27937,71;NA;21,93894;65,1988143;56,8063615;NA;NA;107,688319;NA;724102;428050;660114;NA;92,2333879;NA;237404,8;629728;494513;403265;316676;551873;433375;148608;116699;93,8586847;-77855
"1105";"US";1991;128620,6;118175,895;6158130;4969600;5666510;9838650;NA;84,1131983;NA;53701,6662;6158130;4969600;5666510;10118370;3453270;2786780;3177585;29221,42;NA;23,58163;67,6331251;60,5570097;NA;NA;108,0553471;NA;723009;456782;703753;NA;94,4212813;NA;252484,5;623544;503199;430135;347118;594931;480108;164795;132989;97,0796766;-28614
"1106";"US";1992;129268,689;119183,422;6520330;5022980;6030260;10185170;NA;85,8914134;NA;55567,3217;6520330;5022980;6030260;10337960;3671210;2828140;3395285;30803,03;NA;23,72932;69,2152391;59,1596949;NA;NA;108,1186754;NA;773663;491170;752538;NA;96,2549031;NA;266073,7;667791;514437;455308;350750;633053;487677;177745;136927;98,7043336;-34738
"1107";"US";1993;130957,551;120383,471;6858560;5857010;6228290;10465540;NA;87,2894202;NA;57134,5352;6858560;5857010;6228290;10553540;3820610;3262690;3469515;31737;NA;27,10247;70,310125;66,6182664;NA;NA;107,2869173;NA;840534;507114;777216;NA;93,8583301;NA;274981,6;719973;614836;467723;399422;654799;559179;187076;159757;99,0522244;-65174
"1108";"US";1994;133776,577;123153,636;7287240;6126200;6594860;10887150;NA;88,3078921;NA;59443,4972;7287240;6126200;6594860;10967510;4010210;3371280;3629189;32562,64;NA;27,3746;70,8383787;66,0737897;NA;NA;105,8327426;NA;940841;555678;845819;NA;94,2013336;NA;294182,7;813424;683825;518371;435782;720937;606074;202566;170292;98,6622082;-92487
"1109";"US";1995;135624,002;125063,874;7639750;5840740;6402700;11179410;NA;89,1329612;89,5396697;61009,156;7639750;5840740;6402700;11328540;4202180;3212650;3521752;33600,25;NA;25,68807;72,1678271;61,2159956;NA;NA;105,6047101;NA;1016093;620357;932811;NA;95,2739086;96,1956297;314129,6;902572;690034;592442;452934;812810;621410;220369;168477;104,8957968;-89761
"1110";"US";1996;137443,759;126882,129;8073120;6358040;6842860;11601230;NA;90,157178;90,5458639;63329,9663;8073120;6358040;6842860;11768890;4421070;3481840;3747339;34843,89;NA;27,44154;73,085472;63,8623929;NA;NA;105,0251721;NA;1104465;675540;1009037;NA;96,7141163;97,6106596;333824,4;963966;759178;628785;495204;867589;683275;238805;188072;104,8576991;-96376
"1111";"US";1997;140402,193;129834,12;8577550;7563710;7177780;12117060;NA;91,086354;91,4839418;66247,4059;8577550;7563710;7177780;12352180;4713220;4156130;3944070;36301,86;NA;32,01109;74,471258;72,8605875;NA;NA;105,2016764;NA;1253239;773371;1129283;NA;98,1899752;99,0914438;351389,1;1055774;930985;699887;617163;953803;841066;253916;223904;105,1638462;-101971
"1112";"US";1998;142372;132031;9062820;8083930;7540640;12660140;NA;92,6602414;93,0604525;69418,6542;9062820;8083930;7540640;12881540;5075700;4527470;4223196;38443,25;NA;34,29096;76,5401955;75,7497913;NA;NA;106,9214272;NA;1399736;790192;1155581;NA;95,7052577;96,5649158;361134,1;1115690;995183;692565;617760;952979;850047;260414;232286;101,4318967;-162711
"1113";"US";1999;144985;134864;9631170;9036770;8047340;13261890;NA;94,4159828;94,8297193;72608,3726;9631170;9036770;8047340;13490770;5409930;5076050;4520277;40113,98;NA;37,63827;77,6419727;80,8281791;NA;NA;106,9111393;NA;1557894;823199;1213226;NA;94,8491248;95,7315841;386765,4;1252460;1175162;711724;667799;992910;931631;281187;263833;98,7184768;-259550
"1114";"US";2000;147923;137691;10250950;11098760;8513900;13809280;NA;94,4466332;94,8544554;75429,2309;10250950;11098760;8513900;14021040;5854630;6338840;4862547;42520,06;NA;46,03668;80,6383728;96,868881;NA;NA;108,6297013;NA;1758598;904933;1314416;NA;91,7945361;92,653574;403563,4;1477184;1599355;795054;860809;1096111;1186765;301056;325955;95,8378073;-381074
"1115";"US";2001;147637;137504;10581930;11815070;8757120;13947150;NA;94,1186149;94,5125249;76300,8988;10581930;11815070;8757120;14156650;6046340;6750940;5003678;43972,12;NA;49,09633;82,4081922;102,0879155;NA;NA;108,6153162;NA;1709311;847636;1238381;NA;86,8207785;87,5937681;386083,8;1403559;1567120;739568;825752;1026812;1146470;287244;320717;90,8748644;-376747
"1116";"US";2002;146444;136481;10929110;11558180;8787220;14190080;NA;94,6237282;94,9896091;77632,4085;10929110;11558180;8787220;14410040;6143370;6496970;4939389;45012,62;NA;47,60351;82,2439962;96,5030769;NA;NA;106,7835745;NA;1771444;819371;1216847;NA;82,9121982;83,6195762;395439,1;1437724;1520478;706582;747252;997979;1055422;291397;308170;87,2960873;-439745
"1117";"US";2003;146461;136164;11456450;10128050;9404660;14586870;NA;95,8832927;96,2174905;79707,0763;11456450;10128050;9404660;14793130;6362300;5624570;5222843;46725,24;NA;41,30735;83,0605443;81,470979;NA;NA;105,7564233;NA;1862221;843043;1242438;NA;83,3773525;84,0218452;396291,3;1557120;1376569;733875;648781;1035165;915135;301290;266355;85,9761274;-521955
"1118";"US";2004;148025;137596;12217200;9821670;9980710;15148840;NA;96,9041986;97,2041724;82697,3677;12217200;9821670;9980710;15341580;6729300;5409830;5497434;48906,23;NA;39,31677;84,6064027;75,465648;NA;NA;104,9085605;NA;2066720;918771;1362174;NA;84,6906511;85,2928148;440791;1810504;1455503;827975;665627;1176363;945704;348388;280077;87,4329384;-634140
"1119";"US";2005;149973;139520;13039200;10480910;10677280;15676500;NA;98,0234807;98,2843011;85394,7013;13039200;10480910;10677280;15888360;7077720;5689070;5795664;50729,08;NA;40,77604;85,9219518;76,6274886;NA;NA;103,300508;NA;2200877;988689;1456730;NA;86,1570157;86,6965848;464417,1;2041482;1640944;919344;738969;1301580;1046210;382236;307241;87,5746351;-739903
"1120";"US";2006;152543;141954;13815580;11003180;10980780;16112750;NA;97,8216203;98,0341028;87696,2318;13815580;11003180;10980780;16327340;7491260;5966280;5954134;52772,41;NA;42,02968;88,4530527;78,1617506;NA;NA;103,1604592;NA;2342179;1088030;1594616;NA;88,1247007;88,6016594;501881,1;2256623;1797248;1043084;830746;1470170;1170892;427086;340145;89,6931793;-786453
"1121";"US";2007;153861;143442;14474230;10561440;11424990;16436700;NA;97,4120648;97,5700961;89458,9985;14474230;10561440;11424990;16608060;7889370;5756650;6227343;55000,41;NA;40,13228;91,1513661;73,7944081;NA;NA;103,5100057;NA;2402215;1164132;1734292;NA;91,7126308;92,1132377;567522,4;2395228;1747732;1159734;846226;1659295;1210742;499561;364516;92,4034304;-735932
"1122";"US";2008;152922;142859;14769860;10042360;11459630;16456780;NA;97,1504833;97,2465774;89078,0176;14769860;10042360;11459630;16607150;8068680;5486080;6260322;56480,02;NA;38,40205;92,9187052;70,0962896;NA;NA;103,5312882;NA;2350638;1232353;1834564;NA;97,3424437;97,6672976;599288,7;2576151;1751583;1291025;877797;1835280;1247848;544255;370051;96,5417629;-740870
"1123";"US";2009;146338;136509;14478070;10380160;10931540;16028920;NA;98,8322582;98,9132376;87295,0696;14478070;10380160;10931540;16202120;7767190;5568750;5864551;56898,75;NA;40,79399;91,9684191;73,1584689;NA;NA;101,8198579;NA;2054228;1086105;1682398;NA;102,745235;102,9895544;599556,7;2001927;1435297;1057391;758105;1582774;1134782;525382;376677;100,4895164;-419154
"1124";"US";2010;145353;135672;15048970;11351570;11390200;16463120;NA;98,2734729;98,3802953;89483,0198;15048970;11351570;11390200;16589020;7932970;5983910;6004271;58471,67;NA;44,10571;91,398807;76,4930827;NA;NA;99,9875618;NA;2324842;1250605;1899138;NA;102,8060615;103,029038;649237,9;2389555;1802463;1272920;960175;1857247;1400938;584326;440762;100,8221337;-532310
"1125";"US";2011;146671;137222;15599730;11207060;11623030;16718290;NA;97,5447635;97,6336471;90712,4489;15599730;11207060;11623030;16813630;8234010;5915430;6134989;60005,05;NA;43,10846;93,2016441;74,2900501;NA;NA;99,8845168;NA;2436806;1343817;2035239;NA;104,68296;104,8490651;691648,8;2695480;1936470;1468456;1054959;2115864;1520066;647408;465107;102,160653;-579617
"1126";"US";2012;149435;139906;16253970;12651080;12001280;17099580;NA;98,5197284;98,6020694;92822,2372;16253970;12651080;12001280;17159990;8575370;6674540;6331709;61293,8;NA;47,7073;94,8345943;81,8968964;NA;NA;99,7683308;NA;2496459;1396867;2116924;NA;105,6693258;105,8194914;720428,1;2769317;2155465;1529597;1190544;2217700;1726120;688103;535577;103,3503067;-551617
"1127";"US";2013;151623;142215;16880680;12710230;12181490;17414530;NA;98,9831961;99,0663515;94694,8336;16880680;12710230;12181490;17420480;8843640;6658770;6381774;62184,99;NA;46,82188;95,8566241;80,0788461;NA;NA;98,8880644;NA;2526742;1437931;2179826;NA;106,4039444;106,4709182;742336,1;2766375;2082929;1563863;1177503;2287922;1722680;724059;545177;103,6329875;-478453
